cate,Swedish,Arabic,Norwegian (Bokmål),Romanian,German,Indonesian,French,Russian,Italian,Greek,Finnish,Spanish,Chinese,Polish,English,Czech,Hungarian,Thai,Dutch,Catalan,Mean,Medium,,
163 chance,-0.015016929,0.005395419,-0.04759077,0.005153716,0.28615937,-0.023354484,-0.05808251,-0.008989138,-0.044652134,-0.007493655,-0.0802447,-0.021800686,0.06226721,-0.00208071,-0.025501873,-0.003808426,-0.029687364,-0.005325028,-0.043246724,-0.037820272,-0.004785984,-0.018408808,,
164 power,-0.016383301,-0.01712795,-0.056390934,-0.016329259,0.27614665,-0.038117126,-0.05716086,-0.005050262,-0.06264789,-0.001892342,-0.07592194,-0.03743299,0.039837383,0.007167551,-0.03199118,-0.005134303,-0.048960645,-0.04434737,-0.0373381,-0.06332425,-0.014619956,-0.03466464,,
165 impotence,-0.005121165,0.009614338,-0.032864567,0.007491072,0.29666808,-0.017457252,-0.045629002,0.012829941,-0.033743832,0.003360789,-0.047162615,-0.006611155,0.06564854,0.020437118,-0.004845921,0.010598088,-0.02913783,-0.01982847,-0.022431357,-0.029953556,0.006593062,-0.00586616,,
166 strength,-0.003292351,0.003919101,-0.042694915,0.001489186,0.29220933,-0.02184561,-0.034831133,0.01329606,-0.029684698,0.006920712,-0.046775255,-0.009375669,0.058999475,0.013253821,-0.002817044,0.009115471,-0.023659691,-0.010274165,-0.01840834,-0.03873966,0.005840231,-0.00633401,,
167 weakness,0.006887583,-0.000436984,-0.030746464,0.011475543,0.31013972,-0.011936833,-0.030456152,0.023460217,-0.029513376,0.007629485,-0.04199545,-0.003114414,0.0696995,0.026393952,-0.005748862,0.016573004,-0.020467216,-0.002731711,-0.017123953,-0.0233156,0.012733599,-0.002923063,,
168 production,-0.020026008,0.008359516,-0.059022073,-0.011129252,0.24263509,-0.045205932,-0.05237773,0.012969296,-0.040766906,-0.002729725,-0.055530395,-0.03034534,0.028203068,0.01169144,-0.030033732,-0.008867139,-0.037881747,-0.043190114,-0.023548516,-0.053844932,-0.010532057,-0.026791124,,
169 destruction,-0.008879929,0.000501344,-0.03784943,0.007176473,0.29092458,-0.025585933,-0.047696427,0.008917966,-0.014731343,-0.009232978,-0.04905779,-0.008816609,0.04765324,0.013148573,-0.0015639,0.003266474,-0.03069587,-0.02335031,-0.020743906,-0.029597193,0.003189352,-0.009056454,,
170 reproduction,-0.00487884,0.010058309,-0.055577386,-0.01941595,0.28037518,-0.04569621,-0.05269325,-0.000232244,-0.041817907,-0.004988152,-0.059729185,-0.029093232,0.03545011,0.016794704,-0.031325784,-0.008729017,-0.03453587,-0.03545957,-0.050857816,-0.052444283,-0.00923982,-0.030209508,,
171 producer,-0.10997611,-0.03643257,-0.11315992,-0.12319494,,-0.10109055,-0.11935545,-0.16087697,-0.105976894,-0.095226415,-0.14879741,-0.11469598,0.057154406,-0.12744172,-0.12027651,-0.10835545,-0.13587117,-0.10548552,-0.12724666,-0.13487162,-0.106904076,-0.11469598,,
172 destroyer,0.001315508,0.00996783,-0.027402336,-0.01596151,0.26857626,-0.0221542,-0.04502331,-0.03153192,-0.005097318,-0.011033237,-0.044133835,0.009610918,0.07265876,-0.019774586,-0.001621475,-0.020274097,-0.009809351,-0.012234974,-0.021872919,-0.023263305,0.002547045,-0.014098242,,
173 paternity,0.069653966,0.041840836,0.03276746,0.048046295,0.24537078,0.057685923,0.04030318,0.060902953,0.06406037,0.04531034,0.019412046,0.08011138,0.12849814,0.07399624,0.053622596,0.0414503,0.02855982,0.054330163,0.042112265,0.043371305,0.063570318,0.050834446,,
174 posterity,0.061228577,0.054747157,0.02138424,0.08366218,0.29459897,0.050276767,0.053512376,0.065652855,0.07467328,0.05219205,0.041931994,0.060690664,0.10817927,0.0770145,0.04546003,0.051885676,0.03877916,0.035307713,0.054647233,0.038001064,0.068191288,0.054079805,,
175 productiveness,-0.008401712,0.014055995,-0.05079002,0.003470317,0.26953766,-0.039837256,-0.04522653,0.017861862,-0.026110688,0.013115511,-0.053987943,-0.010399639,0.047663778,0.024925925,-0.012631569,0.018553082,-0.012403039,-0.027090298,0.005825406,-0.03739147,0.004536969,-0.009400676,,
176 unproductiveness,-0.024154546,-0.005720535,-0.046774838,0.016045935,0.30047143,-0.036388777,-0.042060923,0.022765337,-0.019398885,0.0183832,-0.047700264,-0.022404572,0.033949282,0.01905681,-0.018334543,0.028896634,-0.010861539,0.024819434,-0.016746964,-0.043143786,0.006534895,-0.013804252,,
177 agency,-0.051148035,-0.04065886,-0.072578385,-0.022775007,0.2743957,-0.04350316,-0.07879666,-0.009924743,-0.09142407,-0.02460501,-0.07433605,-0.07420134,0.03650893,-0.004741272,-0.058626227,-0.027810143,-0.07531379,-0.04451255,-0.058153927,-0.08127508,-0.031173984,-0.047830293,,
178 physical energy,-0.01788658,-0.005374344,-0.05381858,-0.002108406,0.30490744,-0.030569268,-0.050458357,-0.000166683,-0.055628978,-0.009137917,-0.06423217,-0.037740067,0.037283853,0.004526435,-0.020035818,0.003016118,-0.050070696,-0.026663804,-0.034064125,-0.0632983,-0.008576012,-0.023349811,,
179 physical inertness,-0.016952807,-0.016291061,-0.049360756,0.000483292,0.30809364,-0.020087697,-0.052880865,0.006978512,-0.041297,0.001960728,-0.06758618,-0.01956498,0.07681464,0.007360838,-0.01804096,0.009587054,-0.029821068,-0.017151184,-0.033477303,-0.04324884,-0.0007241,-0.017596072,,
180 violence,-0.003469911,0.005616174,-0.03781766,0.010908737,0.3223,-0.021316057,-0.036087237,0.007737264,-0.022143872,-0.002441669,-0.03922608,-0.005930455,0.070780784,0.018085444,0.005582599,0.011356852,-0.01831859,-0.017591089,-0.015579685,-0.03465837,0.009889359,-0.004700183,,
181 moderation,-0.013299696,-0.007306663,-0.0493563,0.010319101,0.2998944,-0.021416899,-0.032824647,0.019934556,-0.039611176,0.000931122,-0.05948268,-0.02339954,0.037476998,0.013212819,-0.018152332,0.00035815,-0.038333014,-0.025572663,-0.023539007,-0.045788657,-0.000797806,-0.019784616,,
182 influence,0.002523642,0.005142037,-0.032078173,0.015204146,0.2720573,-0.021529049,-0.02158407,0.006612646,-0.026520254,0.021555783,-0.04600256,-0.010802102,0.06755968,0.02115527,0.000598472,0.014457813,-0.02590402,-0.037660502,-0.005761611,-0.029808722,0.008460786,-0.00258157,,
183 absence of influence,-0.009694958,-0.027992278,-0.029720075,-0.001755784,0.3105481,-0.012784099,-0.040579453,-0.003179782,-0.028605007,0.012981111,-0.07991991,0.000460523,0.034826517,0.020780355,0.001141975,0.035694767,-0.022462774,-0.038137674,-0.022280253,-0.04213442,0.002859344,-0.011239529,,
184 tendency,-0.011400197,0.001965084,-0.05250586,-0.003168963,0.2792624,-0.02338927,-0.049343854,0.009238503,-0.050622728,0.000121143,-0.05735094,-0.033849988,0.06652666,0.011317636,-0.021461712,0.004176747,-0.035953354,-0.015111958,-0.03311848,-0.05819512,-0.003643213,-0.018286835,,
185 liability,-0.043829605,-0.001085321,-0.06543239,0.010800311,0.281553,-0.024949197,-0.064367644,-0.025993308,-0.0887025,-0.05132943,-0.07548168,-0.04128408,0.029378885,-0.008676912,-0.028805591,-0.013652388,-0.03554126,-0.01282839,-0.04923364,-0.07403911,-0.019175013,-0.032173426,,
186 concurrence,0.011496334,0.004793156,-0.032953456,0.010065585,0.28174442,-0.01829114,-0.043523274,0.011057812,-0.04173996,0.012764419,-0.042927846,-0.018926388,0.098000504,0.020652853,-0.022232113,-0.000480941,-0.029275592,-0.025834007,-0.013804848,-0.025700944,0.006744229,-0.016047994,,
187 counteraction,0.002650885,-0.003644489,-0.035358336,0.012290971,0.31321552,-0.012869763,-0.045803543,0.014552075,-0.028160071,-0.006585138,-0.051927354,-0.008715149,0.07047342,0.003500276,-0.003752092,0.007818928,-0.03592895,-0.012274507,-0.0209253,-0.0298135,0.006437194,-0.007650144,,
188 space,-0.020281656,0.019560995,-0.05188083,-0.010833198,0.29006028,-0.045398343,-0.05727147,-0.008787258,-0.03995035,0.005471577,-0.06164977,-0.0392857,0.04063388,0.008758399,-0.029911846,-0.015525591,-0.026773369,-0.037435126,-0.037365187,-0.0682979,-0.009308123,-0.028342608,,
189 inextension,-0.020710897,0.021282852,-0.07256976,0.006132573,,-0.034305662,-0.050413154,-0.012606621,-0.040396594,0.026658978,-0.070125066,-0.032130122,0.07318431,0.01842618,-0.046195507,-0.042502917,-0.01036911,0.013704479,-0.051346518,-0.05194217,-0.019801301,-0.032130122,,
190 region,-0.029281724,-0.006293817,-0.060531277,-0.020170892,0.25147712,-0.03805915,-0.060786277,-0.016016882,-0.043369778,-0.007426857,-0.066277,-0.036837704,0.04080578,-0.001361828,-0.033830803,-0.012630839,-0.04619452,-0.036239672,-0.0542147,-0.05862885,-0.016793484,-0.035035238,,
191 place,-0.041759647,0.005884846,-0.06548297,-0.009383726,0.24943113,-0.033265784,-0.059958156,-0.004984333,-0.04656782,-0.011275356,-0.07330238,-0.030677002,0.07842243,0.001122778,-0.039363086,-0.026790269,-0.045590445,-0.024833191,-0.06607725,-0.04841559,-0.014643291,-0.031971393,,
192 situation,-0.030566411,0.001535533,-0.06764862,-0.012447884,0.25161424,-0.031991795,-0.07489106,-0.014582717,-0.0636265,-0.014285633,-0.08354926,-0.034451503,0.040296085,0.001844868,-0.036098827,-0.026695587,-0.056006737,-0.007958588,-0.054487485,-0.07379581,-0.019389685,-0.031279103,,
193 location,-0.02560621,0.0069125,-0.065576375,-0.0115446,0.24171264,-0.047989104,-0.06044144,-0.006853007,-0.050403308,-0.012854333,-0.065244645,-0.042246394,0.051523484,0.006305392,-0.039923526,-0.023680387,-0.052512083,-0.025478296,-0.044002164,-0.064374946,-0.01661384,-0.032764868,,
194 displacement,-0.01811738,0.006241855,-0.04463511,0.003379881,0.27291992,-0.01819321,-0.051783033,0.007634657,-0.037085373,-0.020654652,-0.042793386,-0.012762244,0.06921565,0.016078424,-0.013975572,-0.007816217,-0.031350564,-0.035303134,-0.019041654,-0.03984732,-0.000894423,-0.018155295,,
195 presence,-0.026190458,0.025325784,-0.053659346,-0.015193515,0.25204566,-0.028656574,-0.049940612,0.006285895,-0.031328313,0.001842869,-0.044901095,-0.029093219,0.05562197,0.006972319,-0.025245953,-0.00160377,-0.033300795,-0.012689996,-0.02277498,-0.056745123,-0.004161463,-0.024010467,,
196 absence,0.000119099,0.014746225,-0.04423307,0.000740858,0.28044415,-0.006210841,-0.04438534,0.009904966,-0.01994737,0.014830891,-0.03936138,-0.007584285,0.080032624,0.016381888,-0.013301115,0.007059959,-0.020116659,-0.022678867,-0.02905231,-0.029679166,0.007385513,-0.006897563,,
197 inhabitant,-0.028623626,-0.003638854,-0.05987146,-0.043550808,0.2331804,-0.05757424,-0.06600997,-0.036135536,-0.039807238,-0.029458903,-0.08262225,-0.04649928,0.03975529,-0.024900544,-0.045676254,-0.031067254,-0.03129286,-0.026746193,-0.06513817,-0.06814671,-0.025691223,-0.037971387,,
198 abode,-0.039753158,0.017038552,-0.06324054,-0.022124,0.22197315,-0.051276635,-0.05891306,-0.008977611,-0.04468671,-0.002879777,-0.065639146,-0.034998614,0.039989382,0.001765425,-0.042626318,-0.02193157,-0.04487631,-0.023079244,-0.04784582,-0.059102993,-0.01755925,-0.037375886,,
199 contents,-0.028309355,-0.018757528,-0.06275179,-0.018283734,0.2913195,-0.056252602,-0.056373883,-0.032355063,-0.043805037,0.012960919,-0.06309927,-0.036791768,0.05719571,-0.001011054,-0.054781727,-0.033974547,-0.03589723,-0.023397677,-0.036118377,-0.05756122,-0.014902287,-0.034935889,,
200 receptacle,-0.035005037,0.006365084,-0.066520855,-0.02397823,0.2528782,-0.052766148,-0.06091604,-0.014923711,-0.05215137,-0.003081508,-0.06509696,-0.037164412,0.03929683,-0.008858511,-0.048424385,-0.03553431,-0.052090723,-0.02276107,-0.055981413,-0.0642486,-0.020048158,-0.036349361,,
201 size,-0.010251592,0.017042298,-0.039098397,-0.004618896,0.30170205,-0.028722906,-0.038575485,-0.000775257,-0.023764307,0.008752595,-0.040753953,-0.021092027,0.059526198,0.012394061,-0.011319376,-0.003223376,-0.01021887,-0.01877712,-0.029905671,-0.04481138,0.003675429,-0.010785484,,
202 littleness,-0.025005005,0.001040002,-0.06795764,-0.01523989,0.28257808,-0.049705528,-0.06461349,-0.014318871,-0.04381577,0.001691591,-0.060079314,-0.04293462,0.055354543,0.002988992,-0.041321024,-0.026574466,-0.03358684,-0.02260457,-0.045599677,-0.06727506,-0.013848928,-0.030080653,,
203 expansion,-0.012890842,0.007673835,-0.056762587,0.003553888,0.28852102,-0.041453514,-0.050200675,0.017470634,-0.04547612,-0.006825041,-0.052229498,-0.038927652,0.038212974,0.014279893,-0.03371212,-0.004798038,-0.032601673,-0.020733854,-0.027525552,-0.05427677,-0.005435085,-0.024129703,,
204 contraction,-0.024271253,-0.014040089,-0.057594962,-0.001443949,0.27692825,-0.038982674,-0.054002255,0.005392039,-0.056922935,-0.009015132,-0.04665121,-0.038767725,0.032931697,0.008465201,-0.040228773,-0.016021667,-0.046572395,-0.021082733,-0.034511574,-0.058848694,-0.011762042,-0.029391414,,
205 distance,-0.02679304,0.023768868,-0.04915012,-0.002354129,0.29899874,-0.032863803,-0.058795232,-0.013997714,-0.02967032,0.021267094,-0.050201636,-0.031743556,0.048734855,0.012710817,-0.013916021,-0.004015447,-0.01686234,-0.010851278,-0.038343675,-0.0431675,-0.000862272,-0.015430027,,
206 nearness,-0.02436643,0.02080799,-0.04561355,0.007358023,0.2682547,-0.023574766,-0.048683368,0.004856552,-0.027796512,0.019944435,-0.05069281,-0.023158025,0.08250337,0.022889242,-0.020360434,0.011664286,-0.018092949,-0.020405175,-0.04222839,-0.04402689,0.002463965,-0.020382805,,
207 interval,-0.023822382,0.020613646,-0.05202699,-0.006783878,0.28121048,-0.028026264,-0.05121844,-0.004493604,-0.03710503,0.007556312,-0.049935985,-0.020919215,0.044772685,0.001158318,-0.022690665,-0.001315321,-0.041703172,-0.010817236,-0.028393729,-0.043864325,-0.00339024,-0.02180494,,
208 contiguity,-0.018084606,0.007170308,-0.0637413,0.023621941,0.28456828,-0.02459163,-0.05649177,0.005568087,-0.048555642,0.010558675,-0.061205935,-0.022643005,0.060355734,0.014058759,-0.027002616,0.002220614,-0.043665934,-0.023229968,-0.039607394,-0.0359093,-0.002830335,-0.022936487,,
209 length,-0.030535337,0.00655802,-0.06377556,0.008966207,0.27226275,-0.034737207,-0.0570245,0.00588487,-0.047785696,0.001993985,-0.057055417,-0.03939471,0.041996315,-0.002512376,-0.03785004,-0.013609398,-0.031262357,-0.023501888,-0.043449767,-0.05632387,-0.010057799,-0.030898847,,
210 shortness,-0.017187372,0.001353272,-0.056096543,-0.005105695,0.27432007,-0.034246955,-0.04752041,0.007793763,-0.046859857,0.000327854,-0.044678014,-0.03227423,0.052370504,0.013294622,-0.036953263,-0.01228848,-0.03716366,-0.029240506,-0.033917565,-0.06485825,-0.007446536,-0.030757368,,
211 breadth,-0.037923608,0.019218333,-0.05846125,-0.0007525,0.28033563,-0.040383227,-0.058504935,-0.001836606,-0.048151303,0.009566814,-0.052596815,-0.038788363,0.03849963,0.005093723,-0.028132014,-0.024058472,-0.034839753,-0.044515174,-0.048795808,-0.06451586,-0.011477078,-0.036381681,,
212 narrowness,-0.025519941,0.012163791,-0.060922083,0.006956486,0.2713956,-0.030355295,-0.05212428,0.009771694,-0.035345312,0.002337817,-0.045754116,-0.017993718,0.06118077,0.01512,-0.020697873,-0.00688451,-0.03517687,-0.030225614,-0.04236299,-0.05141358,-0.003792501,-0.023108907,,
213 layer,-0.025061954,-0.014644627,-0.06301702,-0.011636224,0.25858083,-0.041205324,-0.065973625,-0.011913379,-0.061248317,0.007065994,-0.05567744,-0.041972704,0.04681297,-0.005667402,-0.041066036,-0.015109809,-0.047884002,-0.040177234,-0.033510245,-0.05808952,-0.016069753,-0.03684374,,
214 filament,-0.030327577,0.006588965,-0.061613046,0.008752068,0.24190173,-0.04067226,-0.053751715,0.001223852,-0.05295151,0.014021037,-0.036874052,-0.026421215,0.06663172,0.006388784,-0.034322128,-0.011876733,-0.03514918,-0.025544912,-0.034522552,-0.065219305,-0.008186901,-0.028374396,,
215 height,-0.020018468,0.019523846,-0.055400442,-0.004010946,0.30012372,-0.024602832,-0.046579406,-0.009870166,-0.038461268,-0.003939866,-0.048919708,-0.030379696,0.04987147,0.004019332,-0.02431813,-0.007840115,-0.021880673,-0.007689465,-0.041067224,-0.054191273,-0.003281566,-0.020949571,,
216 lowness,-0.006745799,0.022619268,-0.032765407,0.003270818,0.281611,-0.004180551,-0.049391765,0.03361105,-0.02002298,0.012964027,-0.02794796,-0.017350672,0.08332883,0.019369105,-0.01324957,0.006025226,-0.030004652,-0.026365923,-0.010669387,-0.043441202,0.009033173,-0.008707593,,
217 depth,-0.029232662,0.019329391,-0.055192463,-0.01155949,0.2898864,-0.031547643,-0.06879869,-0.021065954,-0.035531286,-0.017474717,-0.04793005,-0.038720604,0.05280581,0.006190159,-0.031716358,-0.00012685,-0.021046072,-0.017290069,-0.04902437,-0.059286922,-0.008366622,-0.025149308,,
218 shallowness,-0.038429193,-0.009383331,-0.08100476,-0.016818315,0.2674982,-0.017997542,-0.074315,0.000592096,-0.061301846,-0.022737205,-0.09438063,-0.05060206,0.1108395,0.014761209,-0.02685541,-0.002390127,-0.014044881,0.022005498,-0.035101723,-0.07120526,-0.010043539,-0.020367374,,
219 summit,-0.020624502,0.02374398,-0.051119823,-0.003666446,0.3293901,-0.025785642,-0.04209883,-0.006340794,-0.034990307,0.01942838,-0.048794255,-0.021471681,0.029579718,0.002638624,-0.02794771,-0.011309009,-0.020527175,-0.017953834,-0.03199551,-0.055728197,-0.000778646,-0.020575839,,
220 base,-0.025495047,-0.002871928,-0.062245008,-0.004211678,0.28436038,-0.035996597,-0.057674903,-0.002996289,-0.04239773,-0.009519895,-0.06708541,-0.034332942,0.051625986,0.002139594,-0.0295339,-0.017968727,-0.045018278,-0.024262194,-0.04148615,-0.061925888,-0.01134483,-0.027514474,,
221 verticality,-0.022005282,-0.015877265,-0.063792795,-0.007841555,0.2973717,-0.028103849,-0.04871012,-0.012788016,-0.049851406,-0.003893313,-0.051293842,-0.050547957,0.03293941,0.007676727,-0.030330578,-0.007143336,-0.022875348,-0.012391654,-0.045980666,-0.06447497,-0.009995706,-0.022440315,,
222 horizontality,-0.014939614,0.001844735,-0.059391305,-0.002086585,0.30517685,-0.029746158,-0.055847455,-0.002290677,-0.037467748,0.00116384,-0.055550653,-0.026884884,0.029639013,0.004164063,-0.029902797,-0.006761259,-0.037110027,-0.011600429,-0.04737873,-0.0673732,-0.007117151,-0.020912249,,
223 pendency,-0.019172866,-0.010645108,-0.06433976,-0.00580193,0.28596783,-0.031970117,-0.051135905,-0.013625043,-0.06398417,-0.000477973,-0.06582722,-0.035143416,0.070242316,0.000213069,-0.039000276,-0.017658249,-0.042742807,-0.019752037,-0.04625262,-0.064021684,-0.011756398,-0.025861077,,
224 support,-0.018922346,0.004911292,-0.05483176,-0.014245915,0.24385692,-0.038182378,-0.050555527,-0.003371348,-0.04936367,-0.007358468,-0.048659585,-0.026867565,0.05993013,0.000667466,-0.037109315,-0.028070547,-0.047351614,-0.021439431,-0.041753244,-0.06431596,-0.012151643,-0.027469056,,
225 parallelism,0.013514251,-0.001330435,-0.019581854,-0.009305393,0.26178932,-0.005788088,-0.055612206,0.014857249,-0.045908026,0.01257251,-0.03577865,-0.03562992,0.070369266,0.020182153,-0.001078063,0.022412002,-0.014766663,-0.020160973,-0.009769361,-0.059379935,0.005080359,-0.007546741,,
226 perpendicularity,-0.03028234,-0.01766933,-0.058007956,-0.012013893,0.25154915,-0.04750389,-0.078346886,-0.009341614,-0.08784596,-0.007625151,-0.05953638,-0.07932254,0.003428857,0.001342793,-0.055576053,-0.015722726,-0.04493949,,-0.05994294,-0.097766496,-0.026585413,-0.04493949,,
227 obliquity,-0.01029094,0.010081573,-0.06237446,-0.010299506,0.2953775,-0.025629766,-0.049608883,-0.018485852,-0.054127537,0.000397702,-0.045750562,-0.038938135,0.049576357,0.000692631,-0.03113467,-0.018047983,-0.033698656,-0.017776705,-0.03889138,-0.059218127,-0.00790737,-0.022057809,,
228 inversion,0.001897195,0.002962544,-0.05036487,0.021715017,0.29289275,-0.027611738,-0.03919016,0.012741378,-0.042490635,-0.011612594,-0.07889856,-0.032547146,0.0779344,0.008635408,-0.028721029,0.009365393,-0.03735816,-0.007458371,-0.03386114,-0.05095298,-0.000646165,-0.019612166,,
229 crossing,-0.02465661,0.005185843,-0.05767483,-0.007837891,0.25375858,-0.03538425,-0.055887587,0.009149378,-0.059609357,-0.008581898,-0.049372885,-0.02589264,0.06306144,0.003118653,-0.044802092,-0.01551798,-0.04772299,-0.019208798,-0.032802634,-0.059857063,-0.010526781,-0.025274625,,
230 exteriority,-0.038363386,-0.002972387,-0.06532335,-0.02017543,0.2853238,-0.033692222,-0.067800865,-0.009081132,-0.06641836,-0.016449858,-0.057406586,-0.045393936,0.06463981,-0.008309038,-0.037281957,-0.008344071,-0.03777353,-0.029636059,-0.057929173,-0.068217576,-0.016030265,-0.03548709,,
231 interiority,-0.003463307,0.016384507,-0.054455306,0.003106054,0.27422765,-0.022466403,-0.05349853,0.004151049,-0.03080277,0.000972574,-0.04867893,-0.020598527,0.060665183,0.00962355,-0.021828655,0.010384191,-0.04091622,-0.010290859,-0.024500618,-0.04492211,0.000154626,-0.015444693,,
232 centrality,-0.023668353,0.005790114,-0.05717603,-0.015266895,0.2519068,-0.024501916,-0.048540648,0.005106428,-0.053945072,-0.011457226,-0.0571704,-0.050101507,0.050210677,0.006837173,-0.029083585,-0.000805342,-0.05529523,-0.023636859,-0.040479116,-0.05829829,-0.011478764,-0.024085135,,
233 covering,-0.024760475,0.003629115,-0.060731433,-0.007940294,0.24790485,-0.047963288,-0.059271872,-0.000527761,-0.05603507,-0.007784566,-0.05494026,-0.038682796,0.034742914,0.003742868,-0.04261624,-0.0188976,-0.049624242,-0.035247274,-0.03579657,-0.06776175,-0.015928087,-0.035521922,,
234 lining,-0.036140222,-0.012914682,-0.06322426,-0.010009324,0.24536139,-0.04028876,-0.078123674,-0.014089606,-0.05246129,-0.009042293,-0.06587593,-0.04996675,0.059893988,-0.004641727,-0.040088434,-0.030092934,-0.052634962,-0.019692618,-0.04310482,-0.07456701,-0.019585196,-0.038114328,,
235 clothing,-0.016374677,0.017460536,-0.0540761,0.00034437,0.2591134,-0.044222027,-0.049701333,0.008891476,-0.051306363,0.011276466,-0.025710156,-0.022736112,0.039835006,0.0090738,-0.034297593,-0.011070129,-0.027475929,-0.033300158,-0.03237381,-0.055385694,-0.005601751,-0.024223134,,
236 divestment,-0.009741888,0.004362248,-0.051809516,0.006279575,0.29678854,-0.039979305,-0.051043384,0.020729203,-0.041026134,-0.000504708,-0.03247084,-0.014702891,0.0607163,0.027077194,-0.022537172,0.013934461,-0.004046697,-0.016778214,-0.007000472,-0.0489309,0.00446577,-0.00837118,,
237 circumjacence,-0.014057338,0.015263353,-0.064792134,0.01149238,0.24192265,-0.043330524,-0.037046995,0.019496601,-0.04553731,0.011938429,-0.06071681,-0.013571318,0.060830206,0.01637803,-0.01800183,0.004667593,-0.025096053,-0.015644388,-0.037029106,-0.03566521,-0.001424989,-0.014850863,,
238 interposition,-0.02373766,0.010831392,-0.046503868,0.001005563,0.28094655,-0.0376457,-0.04589357,0.009854949,-0.050463628,-0.004491163,-0.052885767,-0.018711546,0.05508343,0.016189171,-0.02068567,-0.007615655,-0.04448349,-0.012019955,-0.0419589,-0.0544314,-0.004380846,-0.019698608,,
239 circumscription,-0.030198917,0.000422167,-0.050323814,-0.005272326,0.28132814,-0.032388426,-0.043641448,0.01322324,-0.036815763,-0.014668209,-0.056028727,-0.020296523,0.046263367,0.011031807,-0.02364953,-0.00922979,-0.03322986,-0.046541605,-0.02974237,-0.048480935,-0.006411976,-0.02669595,,
240 outline,-0.0313181,-0.006165229,-0.063419595,0.006315675,0.2545023,-0.043644033,-0.053484797,-0.028830443,-0.062349305,-0.009497172,-0.042240947,-0.05552447,0.07194782,-0.031332623,-0.028691359,-0.037773788,-0.04086211,-0.015519042,-0.043024678,-0.08089653,-0.017090421,-0.034553206,,
241 edge,-0.014474859,0.020310793,-0.05871417,0.004360213,0.24294594,-0.025907153,-0.057020765,-0.007412752,-0.047000088,0.004930389,-0.0487205,-0.020750705,0.06687203,0.007460872,-0.029321104,-0.014584997,-0.040013477,-0.026758587,-0.05023396,-0.041226506,-0.006762969,-0.023328929,,
242 inclosure,-0.031718835,0.005173354,-0.065526746,-0.023842499,0.29129887,-0.043990288,-0.053253572,-0.014731061,-0.044939887,-0.01795978,-0.065995835,-0.029964933,0.050897446,-0.003079665,-0.035324827,-0.013076203,-0.03895247,-0.023870595,-0.045234565,-0.066694625,-0.013539336,-0.030841884,,
243 limit,-0.02723522,0.005457686,-0.06404912,-0.007891633,0.32274932,-0.030950528,-0.065808386,-0.012840441,-0.051008675,0.001036853,-0.056499418,-0.02598416,0.06290138,0.002534061,-0.03543174,-0.013307431,-0.036559854,-0.02739612,-0.05641476,-0.05601479,-0.008635649,-0.02731567,,
244 front,-0.01969563,0.009710439,-0.06262939,-0.00805017,0.2827698,-0.02664739,-0.04975688,-0.011426436,-0.045972895,-0.001136705,-0.03832503,-0.032244593,0.07212473,-0.00451968,-0.0212165,-0.006587306,-0.03889852,-0.017544266,-0.044505756,-0.053291056,-0.005892162,-0.020456065,,
245 rear,-0.005542811,0.016459942,-0.041375466,0.019221392,0.2857819,-0.013085434,-0.02309554,0.017084472,-0.026092336,0.022871412,-0.021677708,-0.00241262,0.08267789,0.017109655,-0.005904842,0.01064346,-0.022918876,0.012283355,-0.020765653,-0.033209156,0.013402652,-0.003977716,,
246 laterality,-0.021368334,0.018261736,-0.05310119,0.002708764,0.25582346,-0.028719135,-0.050663516,0.002362971,-0.047757603,0.004215796,-0.038222004,-0.020139374,0.070141196,0.011944724,-0.011663299,0.000875945,-0.028936742,-0.024191057,-0.022083465,-0.052797195,-0.001665416,-0.020753854,,
247 contraposition,-0.012179241,0.022829847,-0.045475524,0.015970236,0.28666922,-0.017864933,-0.05336343,0.010030107,-0.034455024,0.010821343,-0.0694487,-0.038717497,0.08338228,0.0041275,-0.026771085,0.005066179,-0.023868691,-0.012967207,-0.017778436,-0.04322852,0.002138921,-0.015372822,,
248 dextrality,-0.017792864,-0.000980447,-0.050773934,0.01976356,0.27417937,-0.024275303,-0.041336037,0.001541664,-0.064386316,0.019650452,-0.056523126,-0.027580043,0.059916597,0.02193794,-0.01826369,0.029333925,-0.038871706,0.014276843,-0.052639306,-0.06744188,-0.001013215,-0.018028277,,
249 sinistrality,-0.02404957,-0.004248738,-0.082056195,-0.007478913,0.31679884,-0.001989586,-0.08180611,0.01801049,-0.056201544,0.033468522,-0.051733643,-0.03662923,0.08153319,0.02138733,-0.026807731,-0.012438571,-0.045164783,-0.025674328,-0.047795422,-0.069858946,-0.005136747,-0.024861949,,
250 form,-0.01695895,-0.011627825,-0.0627628,-0.007803539,0.216555,-0.042469684,-0.06934851,-0.011922536,-0.07558594,-0.010667897,-0.07258295,-0.051047444,0.052541733,-0.005677668,-0.046518892,-0.024689093,-0.057479624,-0.031981595,-0.04206148,-0.0785405,-0.02253151,-0.037021538,,
251 amorphism,-0.012920516,-0.004904066,-0.048056517,0.003563684,0.26547566,-0.029667841,-0.06439824,0.004334269,-0.044258237,0.012453291,-0.04804586,-0.035865076,0.034126148,0.01632669,-0.018326234,-0.008960417,-0.031331606,-0.02691133,-0.022665814,-0.056938175,-0.005848509,-0.020496024,,
